date,time,wasRecord,name,recordDurationDays
1651406400,10132,false,rubenvr,
1651492800,5663,false,typical_guy,
1651752000,5616,false,typical_guy,
1651924800,6237,false,Forneaux,
1652443200,6022,false,Antipatience,
1652529600,15090,false,lesbian_mami,
1652788800,5573,false,typical_guy,
1653048000,5569,false,typical_guy,
1653048000,5884,false,Antipatience,
1653048000,6678,false,unique_2,
1653566400,5877,false,Zaspar,
1653566400,36935,false,APthree,
1653739200,32802,false,APthree,
1653825600,5112,true,Franqly,141
1653825600,6076,false,Forneaux,
1653998400,8051,false,kungfuwerewolf,
1654171200,5809,false,Zaspar,
1654171200,6008,false,Forneaux,
1654171200,7024,false,Flaggi793,
1654257600,5556,false,Zaspar,
1654430400,8030,false,kungfuwerewolf,
1654516800,5929,false,Forneaux,
1654603200,5468,false,typical_guy,
1654776000,6759,false,Flaggi793,
1655380800,5876,false,Forneaux,
1655467200,5477,false,Zaspar,
1655812800,5385,false,Ximoltus,
1655812800,10399,false,Arachros,
1656244800,5312,false,Ximoltus,
1656417600,5296,false,Ximoltus,
1656590400,5821,false,Antipatience,
1656763200,16832,false,sam_m,
1656849600,15535,false,sam_m,
1656936000,5450,false,Zaspar,
1657195200,5797,false,Forneaux,
1657195200,20337,false,Smeric,
1657368000,5756,false,Antipatience,
1657454400,6404,false,JeHor,
1657454400,6673,false,ardoRic,
1657454400,14335,false,Turgor,
1657540800,6189,false,JeHor,
1657972800,6576,false,ardoRic,
1658059200,6166,false,JeHor,
1658404800,5747,false,Antipatience,
1658404800,6526,false,ardoRic,
1658404800,6619,false,Cyclomactic,
1658404800,12724,false,tom_cologne,
1658577600,5333,false,Zaspar,
1658664000,6438,false,ardoRic,
1658923200,10066,false,mysticamber,
1659182400,5739,false,Antipatience,
1659182400,6246,false,ardoRic,
1659182400,15153,false,sam_m,
1659355200,5621,false,Antipatience,
1659614400,5575,false,Antipatience,
1659614400,6560,false,Cyclomactic,
1659787200,5508,false,Antipatience,
1660219200,5481,false,Antipatience,
1660305600,5256,false,Ximoltus,
1660305600,9063,false,RAZZLINGTON,
1660392000,5452,false,Antipatience,
1660392000,8040,false,RAZZLINGTON,
1660392000,8750,false,RAZZLINGTON,
1660392000,8918,false,RAZZLINGTON,
1660478400,7553,false,RAZZLINGTON,
1660564800,7509,false,RAZZLINGTON,
1660737600,7142,false,RAZZLINGTON,
1660824000,5201,false,Ximoltus,
1660824000,5422,false,Antipatience,
1660910400,5411,false,Antipatience,
1661083200,6963,false,RAZZLINGTON,
1661083200,7040,false,RAZZLINGTON,
1661169600,6462,false,RAZZLINGTON,
1661256000,5347,false,Antipatience,
1661428800,6145,false,JeHor,
1661515200,6255,false,RAZZLINGTON,
1661601600,5857,false,Mazmot,
1661688000,5549,false,Mazmot,
1661947200,6479,false,Cyclomactic,
1662033600,5274,false,Antipatience,
